name,place,type,rating,votes,noOfReviews,url,page,Cuisines:,Cost for two:,Hours:,Discount:,Featured in:,Freebie:,Today:,Special:,Promotions:,Upcoming:
Golden Cafe Tea & Snacks,Rani Gunj,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/golden-cafe-tea-snacks-rani-gunj-secunderabad,130,"Street Food, Hyderabadi",₹100,5 AM to 10:30 PM (Mon-Sun),,,,,,,
Sri Bhavani Tiffins,Kukatpally,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/sri-bhavani-tiffins-kukatpally,130,South Indian,₹150,7 AM to 10 PM (Mon-Sun),,,,,,,
New Paradise Chinese Fast Food,Panjagutta,Quick Bites,-,,,https://www.zomato.com/hyderabad/new-paradise-chinese-fast-food-panjagutta,130,Chinese,₹400,,,,,,,,
Dikku's Chinese Fast Food,Alwal,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/dikkus-chinese-fast-food-alwal-secunderabad,130,"Street Food, Chinese",₹350,10 AM to 11:30 PM (Mon-Sun),,,,,,,
Cake Palace,Marredpally,Bakery,-,,,https://www.zomato.com/hyderabad/cake-palace-marredpally-secunderabad,130,"Fast Food, Bakery",₹150,7 AM to 10:30 PM (Mon-Sun),,,,,,,
Sri Tirumala Tiffins,Amberpet,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/sri-tirumala-tiffins-amberpet,130,South Indian,₹100,"5:30 AM to 12 Noon, 3 PM to 10:30 PM (Mon-Sun)",,,,,,,
Sai's Biryani House,Padmarao Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/sais-biryani-house-padmarao-nagar-secunderabad,130,"North Indian, Chinese, Seafood",₹450,11 AM to 11 PM (Mon-Sun),,,,,,,
Naba Chinese Fast Foods,Malakpet,Quick Bites,-,,,https://www.zomato.com/hyderabad/naba-chinese-fast-foods-malakpet,130,"Chinese, Street Food",₹200,11:30 AM to 10 PM (Mon-Sun),,,,,,,
Savera Hotel,Shamshabad,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/savera-hotel-shamshabad,130,"South Indian, Street Food, Chinese",₹150,4 AM to 12 Midnight (Mon-Sun),,,,,,,
First Lucky Jeswitha Restaurant,Adikmet,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/first-lucky-jeswitha-restaurant-adikmet,131,South Indian,₹150,7 AM to 10 PM (Mon-Sun),,,,,,,
Faan Mein Chinese Fast Food,A S Rao Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/faan-mein-chinese-fast-food-as-rao-nagar-secunderabad,131,"Street Food, Chinese",₹200,"1 PM to 10 PM (Mon-Sat),Closed (Sun)",,,,,,,
red brick cafe,Banjara Hills,Café,,,,https://www.zomato.com/hyderabad/red-brick-cafe-banjara-hills,131,"Cafe, Italian, Chinese",₹500,,,,,,,,
Empala Hotel,Masab Tank,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/empala-hotel-masab-tank,131,"Street Food, Chinese",₹150,5 AM to 11 PM (Mon-Sun),,,,,,,
Bulaqi Kashmiri,Khairatabad,Quick BitesDessert Parlor,-,,1 Review,https://www.zomato.com/hyderabad/bulaqi-kashmiri-khairatabad,131,"Bakery, Street Food, Desserts",₹150,8 AM to 11 PM (Mon-Sun),,,,,,,
Enjoy Cafe,Alwal,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/enjoy-cafe-alwal-secunderabad,131,"Street Food, Chinese",₹150,5 AM to 10 PM (Mon-Sun),,,,,,,
Royal Bawarchi,Kompally,Casual Dining,-,,,https://www.zomato.com/hyderabad/royal-bawarchi-kompally,131,"North Indian, South Indian, Chinese",₹700,11 AM to 11 PM (Mon-Sun),,,,,,,
Balaji Santosh Dhaba and Restaurant,Shamshabad,Casual Dining,-,,,https://www.zomato.com/hyderabad/balaji-santosh-dhaba-and-restaurant-shamshabad,131,"North Indian, South Indian, Biryani",₹350,10 AM to 11 PM (Mon-Sun),,,,,,,
Delhiwala Sweets,Kondapur,Dessert ParlorSweet Shop,-,,,https://www.zomato.com/hyderabad/delhiwala-sweets-kondapur,131,"Desserts, Street Food",₹250,8 AM to 10:30 PM (Mon-Sun),,,,,,,
Udupi Hotel,Nampally,Quick Bites,,,1 Review,https://www.zomato.com/hyderabad/udupi-hotel-nampally,131,South Indian,₹150,,,,,,,,
Oven Basket,Meerpet,Bakery,-,,,https://www.zomato.com/hyderabad/oven-basket-meerpet,131,"Bakery, Fast Food",₹250,10 AM to 7 PM (Mon-Sun),,,,,,,
Telangana Ruchulu,S D Road,Casual Dining,-,,,https://www.zomato.com/hyderabad/telangana-ruchulu-1-sd-road-secunderabad,131,"Andhra, North Indian, Chinese, Biryani",₹500,12 Noon to 11:30 PM (Mon-Sun),,,,,,,
Akshaya Swagruha Foods,Moti Nagar,Dessert ParlorSweet Shop,-,,,https://www.zomato.com/hyderabad/akshaya-swagruha-foods-motinagar,131,"Desserts, Mithai",₹150,9:30 AM to 10 PM (Mon-Sun),,,,,,,
Big Bakers,Srinagar Colony,Bakery,-,,,https://www.zomato.com/hyderabad/big-bakers-srinagar-colony,131,"Bakery, Desserts",₹300,10 AM to 10 PM (Mon-Sun),,,,,,,
Just Bake,Lingampally,Bakery,-,,,https://www.zomato.com/hyderabad/just-bake-lingampally,131,"Bakery, Desserts",₹350,10 AM to 10 PM (Mon-Sun),,,,,,,
HOTEL S R MRCB,L B Nagar,Casual Dining,-,,,https://www.zomato.com/hyderabad/hotel-s-r-mrcb-l-b-nagar,131,"Andhra, Biryani, South Indian",₹450,12 Noon to 11 PM (Mon-Sun),,,,,,,
Green's Food Court,Gandipet,Casual Dining,-,,,https://www.zomato.com/hyderabad/greens-food-court-gandipet,131,"North Indian, Chinese, Biryani",₹450,11 AM to 9 PM (Mon-Sun),,,,,,,
Sai Siri Tiffins & Meals,Nizampet,Quick Bites,-,,,https://www.zomato.com/hyderabad/sai-siri-tiffins-meals-nizampet,131,"South Indian, Street Food, Chinese",₹150,6 AM to 10:30 PM (Mon-Sun),,,,,,,
Meal Box,Begumpet,,-,,,https://www.zomato.com/hyderabad/meal-box-begumpet,131,North Indian,₹500,12 Noon to 1:30 AM (Mon-Sun),,,,,,,
Mumtaz Cafe,Falaknuma,Quick Bites,-,,,https://www.zomato.com/hyderabad/mumtaz-cafe-falaknuma,131,"Street Food, Hyderabadi",₹100,6 AM to 11 PM (Mon-Sun),,,,,,,
Bookmythali,Madhapur,,-,,,https://www.zomato.com/hyderabad/bookmythali-madhapur,131,North Indian,₹350,"Closed (Mon),12 Noon to 3 PM, 6:30 PM to 10 PM...",,,,,,,
Karthikeya Curries,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/karthikeya-curries-kukatpally,131,Biryani,₹200,"11 AM to 4 PM, 6:30 PM to 11 PM (Mon-Sun)",,,,,,,
Jai Mata Di Fast Food,Yousufguda,Quick Bites,-,,,https://www.zomato.com/hyderabad/jai-mata-di-fast-food-yousufguda,131,"Street Food, Chinese",₹150,10 AM to 10 PM (Mon-Sun),,,,,,,
Lazeez Fast Food,Mehdipatnam,Quick Bites,-,,,https://www.zomato.com/hyderabad/lazeez-fast-food-mehdipatnam,131,"Street Food, Chinese",₹350,11:30 AM to 11 PM (Mon-Sun),,,,,,,
Victory Restaurant & Bar,Chanda Nagar,Bar,-,,,https://www.zomato.com/hyderabad/victory-restaurant-bar-chanda-nagar,131,"North Indian, Chinese, Biryani",₹450,11 AM to 11 PM (Mon-Sun),,,,,,,
Sai Ruchita Bakery & Juices,Kukatpally,Bakery,-,,,https://www.zomato.com/hyderabad/sai-ruchita-bakery-juices-kukatpally,131,"Bakery, Juices",₹200,9:30 AM to 10 PM (Mon-Sun),,,,,,,
Spring Potato,Amberpet,Quick Bites,-,,,https://www.zomato.com/hyderabad/spring-potato-amberpet,131,Fast Food,₹350,11 AM to 10 PM (Mon-Sun),,,,,,,
The Great Indian Tawa,"GVK One Mall, Banjara Hills",Food Court,-,,,https://www.zomato.com/hyderabad/the-great-indian-tawa-banjara-hills,131,"North Indian, Chinese",₹350,11 AM to 11 PM (Mon-Sun),,,,,,,
Cafe Brewster,Circuit Drive Inn,Café,-,,,https://www.zomato.com/hyderabad/cafe-brewster-kondapur,131,Cafe,₹500,11:30 AM to 1 AM (Mon-Sun),,,,,,,
Diet Arts,,,-,,,https://www.zomato.com/diet-arts,131,"Juices, Healthy Food",₹500,,,,,,,,
Siri Swagruha Foods,Chanda Nagar,Dessert ParlorSweet Shop,-,,,https://www.zomato.com/hyderabad/siri-swagruha-foods-chanda-nagar,132,Desserts,₹100,9 AM to 11 PM (Mon-Sun),,,,,,,
Madhur sweets,Habsiguda,Dessert ParlorSweet Shop,-,,,https://www.zomato.com/hyderabad/madhur-sweets-habsiguda,132,Desserts,₹100,11 AM to 11 PM (Mon-Sun),,,,,,,
We Love It,Las Vegas Diner,Quick Bites,-,,,https://www.zomato.com/hyderabad/we-love-it-kompally,132,Italian,₹500,12 Noon to 2 AM (Mon-Sun),,,,,,,
Vishal Restaurant & Bar,Trimulgherry,Bar,-,,,https://www.zomato.com/hyderabad/vishal-restaurant-bar-trimulgherry-secunderabad,132,"North Indian, Chinese, Biryani",₹750,11 AM to 11 PM (Mon-Sun),,,,,,,
Laxmi Narasimha Swamy Tiffin Center,Dilsukhnagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/laxmi-narasimha-swamy-tiffin-center-dilsukhnagar,132,South Indian,₹100,7 AM to 11 PM (Mon-Sun),,,,,,,
Hotel Naaz,Charminar,Quick Bites,-,,,https://www.zomato.com/hyderabad/hotel-naaz-charminar,132,"Street Food, North Indian, Chinese",₹200,5 AM to 11 PM (Mon-Sun),,,,,,,
Chinese Kitchen,Attapur,Casual Dining,-,,,https://www.zomato.com/hyderabad/chinese-kitchen-attapur,132,Chinese,₹400,11:30 AM to 10 PM (Mon-Sun),,,,,,,
Orryza Food Court,Film Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/orryza-food-court-film-nagar,132,South Indian,₹150,6 AM to 11 PM (Mon-Sun),,,,,,,
Diamond Momo Hut,"SLN Terminus,Gachibowli",Quick Bites,-,,,https://www.zomato.com/hyderabad/diamond-momo-hut-gachibowli,132,"Chinese, Street Food",₹150,10 AM to 9:30 PM (Mon-Sun),,,,,,,
SSK Chaat Bhandar,Banjara Hills,Quick Bites,-,,,https://www.zomato.com/hyderabad/ssk-chaat-bhandar-banjara-hills,132,Street Food,₹150,12 Noon to 9:30 PM (Mon-Sun),,,,,,,
Breakfast Bandi,Chanda Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/breakfast-bandi-chanda-nagar,132,"South Indian, Indian",₹150,7 AM to 3 PM (Mon-Sun),,,,,,,
Ganga Bhavani Restaurant & Bar,Rajendra Nagar,Bar,-,,,https://www.zomato.com/hyderabad/ganga-bhavani-restaurant-bar-rajendra-nagar,132,"North Indian, Chinese, Biryani",₹650,11 AM to 11 PM (Mon-Sun),,,,,,,
Mahalaxmi Tiffin Centre,Langer Houz,Casual Dining,-,,,https://www.zomato.com/hyderabad/mahalaxmi-tiffin-centre-langer-houz,132,South Indian,₹200,6 AM to 1 PM (Mon-Sun),,,,,,,
Priya Bar And Restaurant,Nampally,BarCasual Dining,-,,,https://www.zomato.com/hyderabad/priya-bar-and-restaurant-nampally,132,"North Indian, Chinese",₹500,11 AM to 11 PM (Mon-Sun),,,,,,,
Sri Durga Mess,A S Rao Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/sri-durga-mess-as-rao-nagar-secunderabad,132,South Indian,₹200,"11 AM to 5 PM, 6 PM to 11 PM (Mon-Sun)",,,,,,,
Deccan Queen,Charminar,Quick Bites,-,,,https://www.zomato.com/hyderabad/deccan-queen-charminar,132,Street Food,₹100,6 AM to 11 PM (Mon-Sun),,,,,,,
Hot Wings,Saroor Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/hot-wings-saroor-nagar,132,Fast Food,₹350,12 Noon to 10 PM (Mon-Sun),,,,,,,
Sri Balaji Mithai Bhandar,Malakpet,Dessert ParlorSweet Shop,-,,,https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-malakpet,132,Desserts,₹100,7 AM to 10 PM (Mon-Sun),,,,,,,
M S Bakers,Moti Nagar,Dessert Parlor,-,,,https://www.zomato.com/hyderabad/m-s-bakers-motinagar,132,Desserts,₹100,8 AM to 11 PM (Mon-Sun),,,,,,,
Swapna Deluxe Family Mess,Railway Station Road,Quick Bites,-,,,https://www.zomato.com/hyderabad/swapna-deluxe-family-mess-railway-station-road-secunderabad,132,South Indian,₹250,11 AM to 11:30 PM (Mon-Sun),,,,,,,
Munchkin Cafe,Sainikpuri,Café,-,,,https://www.zomato.com/hyderabad/munchkin-cafe-sainikpuri-secunderabad,132,Cafe,₹150,12 Noon to 10 PM (Mon-Sun),,,,,,,
SS Restaurant & Bar,Moosapet,Bar,-,,,https://www.zomato.com/hyderabad/ss-restaurant-bar-moosapet,132,"North Indian, Biryani",₹600,11 AM to 11 PM (Mon-Sun),,,,,,,
Geetha Deluxe Mess,Marredpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/geetha-deluxe-mess-marredpally-secunderabad,132,South Indian,₹300,"11:30 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Manhattan Cafetaria,Banjara Hills,Quick Bites,-,,,https://www.zomato.com/hyderabad/manhattan-cafetaria-banjara-hills,132,"Chinese, Street Food",₹200,6 AM to 10 PM (Mon-Sun),,,,,,,
Pizza Club,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/pizza-club-kukatpally,132,"Pizza, Fast Food",₹350,11 AM to 10 PM (Mon-Sun),,,,,,,
New Diamond Food Court,Masab Tank,Quick Bites,-,,,https://www.zomato.com/hyderabad/new-diamond-food-court-masab-tank,132,"North Indian, Chinese",₹500,5 AM to 11:30 PM (Mon-Sun),,,,,,,
Chutneys Hub.com,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/chutneys-hub-com-kukatpally,132,South Indian,₹150,7 AM to 11 PM (Mon-Sun),,,,,,,
Arabian Grill,Trimulgherry,Quick Bites,-,,,https://www.zomato.com/hyderabad/arabian-grill-trimulgherry-secunderabad,132,"Arabian, Chinese, North Indian",₹300,1 AM to 11 PM (Mon-Sun),,,,,,,
Ghee & Chutneys Restaurant,Gachibowli,Quick Bites,-,,,https://www.zomato.com/hyderabad/ghee-chutneys-restaurant-gachibowli,132,"Street Food, Chinese, Biryani, North Indian",₹300,11 AM to 11 PM (Mon-Sun),,,,,,,
Kanak International Bar & Restaurant,Abids,BarCasual Dining,-,,,https://www.zomato.com/hyderabad/kanak-international-bar-restaurant-abids,132,"North Indian, Chinese, Biryani, Seafood",₹550,11 AM to 11 PM (Mon-Sun),,,,,,,
Minus 4,Rajendra Nagar,Dessert Parlor,-,,,https://www.zomato.com/hyderabad/minus-4-rajendra-nagar,133,"Ice Cream, Desserts",₹300,10 AM to 12 Midnight (Mon-Sun),,,,,,,
Jai Durga Hotel Veg & Non Veg,Koti,Quick Bites,-,,,https://www.zomato.com/hyderabad/jai-durga-hotel-veg-non-veg-koti,133,"Biryani, Andhra",₹300,6 AM to 11 PM (Mon-Sun),,,,,,,
Kohinoor Restaurant & Bar,Falaknuma,Bar,-,,,https://www.zomato.com/hyderabad/kohinoor-restaurant-bar-falaknuma,133,"North Indian, Chinese",₹500,11 AM to 11 PM (Mon-Sun),,,,,,,
Jason Chinese Fast Food,Srinagar Colony,Quick Bites,-,,,https://www.zomato.com/hyderabad/jason-chinese-fast-food-srinagar-colony,133,"Street Food, Chinese",₹200,11 AM to 10:30 PM (Mon-Sun),,,,,,,
Grand Local Dhaba,Dilsukhnagar,Casual Dining,-,,,https://www.zomato.com/hyderabad/grand-local-dhaba-dilsukhnagar,133,"North Indian, Chinese",₹250,12 Noon to 10:30 PM (Mon-Sun),,,,,,,
Udipi Grand,Shamshabad,Quick Bites,-,,,https://www.zomato.com/hyderabad/udipi-grand-shamshabad,133,South Indian,₹150,6 AM to 11 PM (Mon-Sun),,,,,,,
The Rainbow Cafe,Film Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/the-rainbow-cafe-film-nagar,133,Andhra,₹250,7:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Bismillah Hotel,Nampally,Quick Bites,-,,,https://www.zomato.com/hyderabad/bismillah-hotel-nampally,133,"Hyderabadi, Street Food",₹150,6 AM to 11 PM (Mon-Sun),,,,,,,
Tipsy Topsy Bakery,Saroor Nagar,Bakery,-,,,https://www.zomato.com/hyderabad/tipsy-topsy-bakery-saroor-nagar,133,Bakery,₹200,10:30 AM to 11 AM (Mon-Sun),,,,,,,
Hotel Odishi,Malkajgiri,Quick Bites,-,,,https://www.zomato.com/hyderabad/hotel-odishi-malkajgiri-secunderabad,133,Biryani,₹500,10 AM to 10:30 PM (Mon-Sun),,,,,,,
Teja Mess,A S Rao Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/teja-mess-as-rao-nagar-secunderabad,133,South Indian,₹150,6 AM to 11:30 PM (Mon-Sun),,,,,,,
Sai Food Corner,Nizampet,Quick Bites,-,,,https://www.zomato.com/hyderabad/sai-food-corner-nizampet,133,South Indian,₹150,"6 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
The Arabian Nights Shawarma,S R Nagar,Kiosk,-,,,https://www.zomato.com/hyderabad/the-arabian-nights-shawarma-s-r-nagar,133,Middle Eastern,₹150,1 PM to 10 PM (Mon-Sun),,,,,,,
V Tracks,Himayath Nagar,Café,-,,,https://www.zomato.com/hyderabad/v-tracks-himayath-nagar,133,"Cafe, Fast Food",₹400,9 AM to 12 Midnight (Mon-Sun),,,,,,,
Tripple F Hotel,Charminar,Casual Dining,-,,,https://www.zomato.com/hyderabad/tripple-f-hotel-charminar,133,"North Indian, South Indian, Hyderabadi",₹300,5 AM to 11 PM (Mon-Sun),,,,,,,
Sravani Curries Point,Medchal Road,Quick Bites,-,,,https://www.zomato.com/hyderabad/sravani-curries-point-medchal-road,133,South Indian,₹150,"11:30 AM to 4 PM, 7 PM to 10:30 PM (Mon-Sun)",,,,,,,
Madina Fast Food Center,Abids,Quick Bites,-,,,https://www.zomato.com/hyderabad/madina-fast-food-center-abids,133,"Street Food, Chinese",₹150,6 AM to 11 PM (Mon-Sun),,,,,,,
Grill Timez,Banjara Hills,Quick Bites,-,,,https://www.zomato.com/hyderabad/grill-timez-banjara-hills,133,Arabian,₹200,1 PM to 10 PM (Mon-Sun),,,,,,,
Shivaji Hotel,Nampally,Quick Bites,-,,,https://www.zomato.com/hyderabad/shivaji-hotel-nampally,133,Andhra,₹150,6 AM to 11 PM (Mon-Sun),,,,,,,
Balaji Kailash Dhaba,Charminar,Casual Dining,-,,,https://www.zomato.com/hyderabad/balaji-kailash-dhaba-charminar,133,"South Indian, North Indian, Chinese",₹500,11 AM to 11:30 PM (Mon-Sun),,,,,,,
Diamond Restaurant,Charminar,Quick Bites,-,,,https://www.zomato.com/hyderabad/diamond-restaurant-charminar,133,"Street Food, Hyderabadi",₹100,6 AM to 11 PM (Mon-Sun),,,,,,,
American Bakers,Kacheguda,Quick BitesBakery,-,,,https://www.zomato.com/hyderabad/american-bakers-kacheguda,133,"Bakery, Fast Food",₹400,10 AM to 11 PM (Mon-Sun),,,,,,,
The Cake's Avenue Bakers,Alwal,Bakery,-,,,https://www.zomato.com/hyderabad/the-cakes-avenue-bakers-alwal-secunderabad,133,"Bakery, Fast Food",₹300,10 AM to 8 PM (Mon-Sun),,,,,,,
Geetha Tiffins,Marredpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/geetha-tiffins-marredpally-secunderabad,133,South Indian,₹150,6:30 AM to 11 PM (Mon-Sun),,,,,,,
Cake's Point,Mallapur,Dessert ParlorBakery,-,,,https://www.zomato.com/hyderabad/cakes-point-mallapur-secunderabad,133,"Bakery, Desserts, Fast Food",₹150,8:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Chill Out,Kacheguda,Bakery,-,,,https://www.zomato.com/hyderabad/chill-out-kacheguda,133,Bakery,₹150,11 AM to 11 PM (Mon-Sun),,,,,,,
KR's Abhiruchi Xpress Takeaway,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/krs-abhiruchi-xpress-takeaway-kukatpally,133,Andhra,₹300,"11:30 AM to 3 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Zam Zam Biryani Durbar,A S Rao Nagar,Casual Dining,-,,,https://www.zomato.com/hyderabad/zam-zam-biryani-durbar-as-rao-nagar-secunderabad,133,"South Indian, Biryani, Street Food",₹350,5 AM to 11 PM (Mon-Sun),,,,,,,
KGN Kalyani Hotel,Moosapet,Quick Bites,-,,,https://www.zomato.com/hyderabad/kgn-kalyani-hotel-moosapet,133,Biryani,₹100,11 AM to 11 PM (Mon-Sun),,,,,,,
Hotel Royal Hayat,Rajendra Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/hotel-royal-hayat-rajendra-nagar,133,"Street Food, Chinese",₹150,5:30 AM to 11 PM (Mon-Sun),,,,,,,
Purple Plums,S R Nagar,Bakery,-,,,https://www.zomato.com/hyderabad/purple-plums-s-r-nagar,134,"Bakery, Desserts",₹150,9:30 AM to 10:30 PM (Mon-Sun),,,,,,,
SnackInn Box,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/snackinn-box-kukatpally,134,"Chinese, Fast Food, Indian, North Indian, South Indian",₹100,2 PM to 10 PM (Mon-Sun),,,,,,,
Hotel Sandhya,Nampally,Casual Dining,-,,,https://www.zomato.com/hyderabad/hotel-sandhya-nampally,134,"Andhra, South Indian, Vegetarian",₹500,10 AM to 10 PM (Mon-Sun),,,,,,,
King Of Biryanis,Nampally,Casual Dining,-,,,https://www.zomato.com/hyderabad/king-of-biryanis-nampally,134,Biryani,₹350,11 AM to 10:30 PM (Mon-Sun),,,,,,,
Spicy Kitchen,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/spicy-kitchen-kukatpally,134,"Street Food, Chinese",₹600,10 AM to 10 PM (Mon-Sun),,,,,,,
Tuskers Bakery,Marredpally,BakeryQuick Bites,-,,,https://www.zomato.com/hyderabad/tuskers-bakery-marredpally-secunderabad,134,"Bakery, Street Food, Chinese, North Indian, South Indian",₹350,7:30 AM to 9 PM (Mon-Sun),,,,,,,
Sri kanaka Durga Tiffins & Meals,Kukatpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/sri-kanaka-durga-tiffins-meals-kukatpally,134,South Indian,₹150,6 AM to 11 PM (Mon-Sun),,,,,,,
Hotel Alishan & Baker,Chandrayanagutta,Quick BitesBakery,-,,,https://www.zomato.com/hyderabad/hotel-alishan-baker-chandrayanagutta,134,"Hyderabadi, Biryani, Street Food, Bakery",₹300,5 AM to 12 Midnight (Mon-Sun),,,,,,,
Jha Caterers,Bowenpally,Quick Bites,-,,,https://www.zomato.com/hyderabad/jha-caterers-bowenpally-secunderabad,134,North Indian,₹200,11:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Annapurna Mess,Koti,Quick Bites,-,,,https://www.zomato.com/hyderabad/annapurna-mess-koti,134,South Indian,₹200,11 AM to 10:30 PM (Mon-Sun),,,,,,,
Amrutha Mess,Basheer Bagh,Quick Bites,-,,,https://www.zomato.com/hyderabad/amrutha-mess-basheer-bagh,134,South Indian,₹200,"12 Noon to 4 PM, 7 PM to 10:30 PM (Mon-Sun)",,,,,,,
Rani Vaishnavi Restaurant,Shamshabad,Casual Dining,-,,,https://www.zomato.com/hyderabad/rani-vaishnavi-restaurant-shamshabad,134,North Indian,₹350,11 AM to 11 PM (Mon-Sun),,,,,,,
Sri Venkateshwara Deluxe Mess,Srinagar Colony,Quick Bites,-,,,https://www.zomato.com/hyderabad/sri-venkateshwara-deluxe-mess-srinagar-colony,134,South Indian,₹200,"12:30 PM to 4:30 PM, 7:30 PM to 10 PM (Mon-Sun)",,,,,,,
Orbit Arabian Food Inn,Chandrayanagutta,Quick Bites,-,,,https://www.zomato.com/hyderabad/orbit-arabian-food-inn-chandrayanagutta,134,Fast Food,₹200,10 AM to 11 PM (Mon-Sun),,,,,,,
Sai Ganesh Tiffin & Curries Point,A S Rao Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/sai-ganesh-tiffin-curries-point-as-rao-nagar-secunderabad,134,South Indian,₹100,"6 AM to 12:30 PM, 4 PM to 10 PM (Mon-Sun)",,,,,,,
Friends Biryani Point,Yousufguda,Quick Bites,-,,,https://www.zomato.com/hyderabad/friends-biryani-point-yousufguda,134,"Biryani, North Indian",₹300,6 PM to 10:30 PM (Mon-Sun),,,,,,,
New People's Restaurant & Bar,Moosapet,Bar,-,,,https://www.zomato.com/hyderabad/new-peoples-restaurant-bar-moosapet,134,"North Indian, Chinese",₹400,11 AM to 11 PM (Mon-Sun),,,,,,,
Jai Bhavani Tiffin Centre,Kothapet,Quick Bites,-,,,https://www.zomato.com/hyderabad/jai-bhavani-tiffin-centre-kothapet,134,South Indian,₹150,6 AM to 9:30 PM (Mon-Sun),,,,,,,
Cherry Berry,Adikmet,Quick Bites,-,,,https://www.zomato.com/hyderabad/cherry-berry-adikmet,134,"Street Food, Chinese",₹200,2:30 PM to 10:30 PM (Mon-Sun),,,,,,,
Srinidhi Tiffins,S R Nagar,Quick Bites,-,,,https://www.zomato.com/hyderabad/srinidhi-tiffins-s-r-nagar,134,"South Indian, Street Food, Chinese",₹100,8 AM to 9:30 PM (Mon-Sun),,,,,,,
Al Barkath,Nampally,Casual Dining,-,,,https://www.zomato.com/hyderabad/al-barkath-nampally,134,North Indian,₹400,3 PM to 11 PM (Mon-Sun),,,,,,,
Sai Manikanta Mess,Jeedimetla,Casual Dining,-,,,https://www.zomato.com/hyderabad/sai-manikanta-mess-jeedimetla,134,"Street Food, Chinese, South Indian",₹250,11:30 AM to 11 PM (Mon-Sun),,,,,,,
HKGN Point,Adikmet,Quick Bites,-,,,https://www.zomato.com/hyderabad/hkgn-point-adikmet,134,Street Food,₹100,5:30 AM to 10 PM (Mon-Sun),,,,,,,
Asha Cafe,Mehdipatnam,Quick Bites,-,,,https://www.zomato.com/hyderabad/asha-cafe-mehdipatnam,134,"Street Food, Chinese, Hyderabadi",₹150,6 AM to 11:30 PM (Mon-Sun),,,,,,,
Al Azizia,Mehdipatnam,Quick Bites,-,,,https://www.zomato.com/hyderabad/al-azizia-mehdipatnam,134,"Street Food, Arabian",₹150,5 AM to 10 PM (Mon-Sun),,,,,,,
Abhiruchi Mess,Langer Houz,Casual Dining,-,,,https://www.zomato.com/hyderabad/abhiruchi-mess-langer-houz,134,South Indian,₹150,"11 AM to 5 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
